"""næring (SN2007)"";""kvartal"";""statistikkvariabel"";""08771: Ledige stillingar, etter næring (SN2007), kvartal og statistikkvariabel"""
"""86 Helsetenester"";""2019K4"";""Ledige stillingar, endring frå året før"";-400"
"""86 Helsetenester"";""2019K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""86 Helsetenester"";""2020K1"";""Ledige stillingar"";6700"
"""86 Helsetenester"";""2020K1"";""Ledige stillingar (prosent)"";2,7"
"""86 Helsetenester"";""2020K1"";""Ledige stillingar, endring frå året før"";-200"
"""86 Helsetenester"";""2020K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,1"
"""86 Helsetenester"";""2020K2"";""Ledige stillingar"";6700"
"""86 Helsetenester"";""2020K2"";""Ledige stillingar (prosent)"";2,7"
"""86 Helsetenester"";""2020K2"";""Ledige stillingar, endring frå året før"";700"
"""86 Helsetenester"";""2020K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""86 Helsetenester"";""2020K3"";""Ledige stillingar"";4900"
"""86 Helsetenester"";""2020K3"";""Ledige stillingar (prosent)"";1,9"
"""86 Helsetenester"";""2020K3"";""Ledige stillingar, endring frå året før"";-1200"
"""86 Helsetenester"";""2020K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""86 Helsetenester"";""2020K4"";""Ledige stillingar"";6000"
"""86 Helsetenester"";""2020K4"";""Ledige stillingar (prosent)"";2,4"
"""86 Helsetenester"";""2020K4"";""Ledige stillingar, endring frå året før"";600"
"""86 Helsetenester"";""2020K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""86 Helsetenester"";""2021K1"";""Ledige stillingar"";7200"
"""86 Helsetenester"";""2021K1"";""Ledige stillingar (prosent)"";2,8"
"""86 Helsetenester"";""2021K1"";""Ledige stillingar, endring frå året før"";500"
"""86 Helsetenester"";""2021K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""86 Helsetenester"";""2021K2"";""Ledige stillingar"";7300"
"""86 Helsetenester"";""2021K2"";""Ledige stillingar (prosent)"";2,8"
"""86 Helsetenester"";""2021K2"";""Ledige stillingar, endring frå året før"";600"
"""86 Helsetenester"";""2021K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""86 Helsetenester"";""2021K3"";""Ledige stillingar"";6300"
"""86 Helsetenester"";""2021K3"";""Ledige stillingar (prosent)"";2,3"
"""86 Helsetenester"";""2021K3"";""Ledige stillingar, endring frå året før"";1400"
"""86 Helsetenester"";""2021K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""86 Helsetenester"";""2021K4"";""Ledige stillingar"";7000"
"""86 Helsetenester"";""2021K4"";""Ledige stillingar (prosent)"";2,6"
"""86 Helsetenester"";""2021K4"";""Ledige stillingar, endring frå året før"";1000"
"""86 Helsetenester"";""2021K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""86 Helsetenester"";""2022K1"";""Ledige stillingar"";8000"
"""86 Helsetenester"";""2022K1"";""Ledige stillingar (prosent)"";3"
"""86 Helsetenester"";""2022K1"";""Ledige stillingar, endring frå året før"";800"
"""86 Helsetenester"";""2022K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""86 Helsetenester"";""2022K2"";""Ledige stillingar"";8600"
"""86 Helsetenester"";""2022K2"";""Ledige stillingar (prosent)"";3,2"
"""86 Helsetenester"";""2022K2"";""Ledige stillingar, endring frå året før"";1300"
"""86 Helsetenester"";""2022K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""86 Helsetenester"";""2022K3"";""Ledige stillingar"";7600"
"""86 Helsetenester"";""2022K3"";""Ledige stillingar (prosent)"";2,8"
"""86 Helsetenester"";""2022K3"";""Ledige stillingar, endring frå året før"";1300"
"""86 Helsetenester"";""2022K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,5"
"""86 Helsetenester"";""2022K4"";""Ledige stillingar"";10300"
"""86 Helsetenester"";""2022K4"";""Ledige stillingar (prosent)"";3,6"
"""86 Helsetenester"";""2022K4"";""Ledige stillingar, endring frå året før"";3300"
"""86 Helsetenester"";""2022K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";1"
"""86 Helsetenester"";""2023K1"";""Ledige stillingar"";10700"
"""86 Helsetenester"";""2023K1"";""Ledige stillingar (prosent)"";3,8"
"""86 Helsetenester"";""2023K1"";""Ledige stillingar, endring frå året før"";2700"
"""86 Helsetenester"";""2023K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,8"
"""86 Helsetenester"";""2023K2"";""Ledige stillingar"";8000"
"""86 Helsetenester"";""2023K2"";""Ledige stillingar (prosent)"";2,9"
"""86 Helsetenester"";""2023K2"";""Ledige stillingar, endring frå året før"";-600"
"""86 Helsetenester"";""2023K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""86 Helsetenester"";""2023K3"";""Ledige stillingar"";7500"
"""86 Helsetenester"";""2023K3"";""Ledige stillingar (prosent)"";2,7"
"""86 Helsetenester"";""2023K3"";""Ledige stillingar, endring frå året før"";-100"
"""86 Helsetenester"";""2023K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,1"
"""86 Helsetenester"";""2023K4"";""Ledige stillingar"";8900"
"""86 Helsetenester"";""2023K4"";""Ledige stillingar (prosent)"";3,1"
"""86 Helsetenester"";""2023K4"";""Ledige stillingar, endring frå året før"";-1400"
"""86 Helsetenester"";""2023K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K1"";""Ledige stillingar"";9200"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K1"";""Ledige stillingar (prosent)"";6,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K1"";""Ledige stillingar, endring frå året før"";."
"""87 Pleie- og omsorgstenester i institusjon"";""2010K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""87 Pleie- og omsorgstenester i institusjon"";""2010K2"";""Ledige stillingar"";7500"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K2"";""Ledige stillingar (prosent)"";5,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K2"";""Ledige stillingar, endring frå året før"";."
"""87 Pleie- og omsorgstenester i institusjon"";""2010K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""87 Pleie- og omsorgstenester i institusjon"";""2010K3"";""Ledige stillingar"";7800"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K3"";""Ledige stillingar (prosent)"";5,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K3"";""Ledige stillingar, endring frå året før"";."
"""87 Pleie- og omsorgstenester i institusjon"";""2010K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""87 Pleie- og omsorgstenester i institusjon"";""2010K4"";""Ledige stillingar"";7100"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K4"";""Ledige stillingar (prosent)"";4,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2010K4"";""Ledige stillingar, endring frå året før"";."
"""87 Pleie- og omsorgstenester i institusjon"";""2010K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""87 Pleie- og omsorgstenester i institusjon"";""2011K1"";""Ledige stillingar"";8500"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K1"";""Ledige stillingar (prosent)"";6"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K1"";""Ledige stillingar, endring frå året før"";-700"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K2"";""Ledige stillingar"";8400"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K2"";""Ledige stillingar (prosent)"";6"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K2"";""Ledige stillingar, endring frå året før"";900"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K3"";""Ledige stillingar"";8400"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K3"";""Ledige stillingar (prosent)"";5,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K3"";""Ledige stillingar, endring frå året før"";600"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K4"";""Ledige stillingar"";8100"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K4"";""Ledige stillingar (prosent)"";5,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K4"";""Ledige stillingar, endring frå året før"";1000"
"""87 Pleie- og omsorgstenester i institusjon"";""2011K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K1"";""Ledige stillingar"";6600"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K1"";""Ledige stillingar (prosent)"";4,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K1"";""Ledige stillingar, endring frå året før"";-1900"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K2"";""Ledige stillingar"";6000"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K2"";""Ledige stillingar (prosent)"";4,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K2"";""Ledige stillingar, endring frå året før"";-2400"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K3"";""Ledige stillingar"";4700"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K3"";""Ledige stillingar (prosent)"";3,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K3"";""Ledige stillingar, endring frå året før"";-3700"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-2,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K4"";""Ledige stillingar"";4900"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K4"";""Ledige stillingar (prosent)"";3,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K4"";""Ledige stillingar, endring frå året før"";-3200"
"""87 Pleie- og omsorgstenester i institusjon"";""2012K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-2,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K1"";""Ledige stillingar"";7200"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K1"";""Ledige stillingar (prosent)"";4,8"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K1"";""Ledige stillingar, endring frå året før"";500"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K2"";""Ledige stillingar"";6800"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K2"";""Ledige stillingar (prosent)"";4,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K2"";""Ledige stillingar, endring frå året før"";800"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K3"";""Ledige stillingar"";7700"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K3"";""Ledige stillingar (prosent)"";5"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K3"";""Ledige stillingar, endring frå året før"";3000"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K4"";""Ledige stillingar"";5700"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K4"";""Ledige stillingar (prosent)"";3,8"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K4"";""Ledige stillingar, endring frå året før"";800"
"""87 Pleie- og omsorgstenester i institusjon"";""2013K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K1"";""Ledige stillingar"";7400"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K1"";""Ledige stillingar (prosent)"";4,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K1"";""Ledige stillingar, endring frå året før"";200"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K2"";""Ledige stillingar"";7300"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K2"";""Ledige stillingar (prosent)"";4,8"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K2"";""Ledige stillingar, endring frå året før"";500"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K3"";""Ledige stillingar"";8000"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K3"";""Ledige stillingar (prosent)"";5"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K3"";""Ledige stillingar, endring frå året før"";400"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K4"";""Ledige stillingar"";7900"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K4"";""Ledige stillingar (prosent)"";5,1"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K4"";""Ledige stillingar, endring frå året før"";2200"
"""87 Pleie- og omsorgstenester i institusjon"";""2014K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K1"";""Ledige stillingar"";9300"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K1"";""Ledige stillingar (prosent)"";5,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K1"";""Ledige stillingar, endring frå året før"";2000"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K2"";""Ledige stillingar"";7300"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K2"";""Ledige stillingar (prosent)"";4,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K2"";""Ledige stillingar, endring frå året før"";-"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K3"";""Ledige stillingar"";8500"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K3"";""Ledige stillingar (prosent)"";4,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K3"";""Ledige stillingar, endring frå året før"";500"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K4"";""Ledige stillingar"";7200"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K4"";""Ledige stillingar (prosent)"";4"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K4"";""Ledige stillingar, endring frå året før"";-700"
"""87 Pleie- og omsorgstenester i institusjon"";""2015K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,1"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K1"";""Ledige stillingar"";7000"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K1"";""Ledige stillingar (prosent)"";3,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K1"";""Ledige stillingar, endring frå året før"";-2400"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K2"";""Ledige stillingar"";7000"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K2"";""Ledige stillingar (prosent)"";3,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K2"";""Ledige stillingar, endring frå året før"";-400"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K3"";""Ledige stillingar"";7300"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K3"";""Ledige stillingar (prosent)"";3,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K3"";""Ledige stillingar, endring frå året før"";-1200"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K4"";""Ledige stillingar"";5900"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K4"";""Ledige stillingar (prosent)"";3,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K4"";""Ledige stillingar, endring frå året før"";-1300"
"""87 Pleie- og omsorgstenester i institusjon"";""2016K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,8"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K1"";""Ledige stillingar"";5800"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K1"";""Ledige stillingar (prosent)"";3,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K1"";""Ledige stillingar, endring frå året før"";-1100"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K2"";""Ledige stillingar"";6700"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K2"";""Ledige stillingar (prosent)"";3,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K2"";""Ledige stillingar, endring frå året før"";-300"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K3"";""Ledige stillingar"";7100"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K3"";""Ledige stillingar (prosent)"";3,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K3"";""Ledige stillingar, endring frå året før"";-200"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,1"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K4"";""Ledige stillingar"";6900"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K4"";""Ledige stillingar (prosent)"";3,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K4"";""Ledige stillingar, endring frå året før"";1000"
"""87 Pleie- og omsorgstenester i institusjon"";""2017K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K1"";""Ledige stillingar"";7800"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K1"";""Ledige stillingar (prosent)"";4,1"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K1"";""Ledige stillingar, endring frå året før"";2000"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K2"";""Ledige stillingar"";8400"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K2"";""Ledige stillingar (prosent)"";4,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K2"";""Ledige stillingar, endring frå året før"";1600"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,8"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K3"";""Ledige stillingar"";9400"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K3"";""Ledige stillingar (prosent)"";4,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K3"";""Ledige stillingar, endring frå året før"";2400"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";1"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K4"";""Ledige stillingar"";7700"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K4"";""Ledige stillingar (prosent)"";4"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K4"";""Ledige stillingar, endring frå året før"";900"
"""87 Pleie- og omsorgstenester i institusjon"";""2018K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K1"";""Ledige stillingar"";6900"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K1"";""Ledige stillingar (prosent)"";3,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K1"";""Ledige stillingar, endring frå året før"";-900"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K2"";""Ledige stillingar"";6300"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K2"";""Ledige stillingar (prosent)"";3,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K2"";""Ledige stillingar, endring frå året før"";-2100"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,1"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K3"";""Ledige stillingar"";5900"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K3"";""Ledige stillingar (prosent)"";2,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K3"";""Ledige stillingar, endring frå året før"";-3600"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K4"";""Ledige stillingar"";6900"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K4"";""Ledige stillingar (prosent)"";3,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K4"";""Ledige stillingar, endring frå året før"";-900"
"""87 Pleie- og omsorgstenester i institusjon"";""2019K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K1"";""Ledige stillingar"";6800"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K1"";""Ledige stillingar (prosent)"";3,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K1"";""Ledige stillingar, endring frå året før"";-100"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K2"";""Ledige stillingar"";4700"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K2"";""Ledige stillingar (prosent)"";2,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K2"";""Ledige stillingar, endring frå året før"";-1600"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,8"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K3"";""Ledige stillingar"";7600"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K3"";""Ledige stillingar (prosent)"";3,8"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K3"";""Ledige stillingar, endring frå året før"";1800"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";1"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K4"";""Ledige stillingar"";7900"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K4"";""Ledige stillingar (prosent)"";4,1"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K4"";""Ledige stillingar, endring frå året før"";1000"
"""87 Pleie- og omsorgstenester i institusjon"";""2020K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K1"";""Ledige stillingar"";7300"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K1"";""Ledige stillingar (prosent)"";3,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K1"";""Ledige stillingar, endring frå året før"";500"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K2"";""Ledige stillingar"";8000"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K2"";""Ledige stillingar (prosent)"";4,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K2"";""Ledige stillingar, endring frå året før"";3400"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,7"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K3"";""Ledige stillingar"";9700"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K3"";""Ledige stillingar (prosent)"";4,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K3"";""Ledige stillingar, endring frå året før"";2100"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,8"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K4"";""Ledige stillingar"";6900"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K4"";""Ledige stillingar (prosent)"";3,5"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K4"";""Ledige stillingar, endring frå året før"";-1000"
"""87 Pleie- og omsorgstenester i institusjon"";""2021K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K1"";""Ledige stillingar"";8200"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K1"";""Ledige stillingar (prosent)"";4,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K1"";""Ledige stillingar, endring frå året før"";900"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K2"";""Ledige stillingar"";10200"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K2"";""Ledige stillingar (prosent)"";5,2"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K2"";""Ledige stillingar, endring frå året før"";2200"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K3"";""Ledige stillingar"";9800"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K3"";""Ledige stillingar (prosent)"";4,6"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K3"";""Ledige stillingar, endring frå året før"";100"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K4"";""Ledige stillingar"";11000"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K4"";""Ledige stillingar (prosent)"";5,4"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K4"";""Ledige stillingar, endring frå året før"";4100"
"""87 Pleie- og omsorgstenester i institusjon"";""2022K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K1"";""Ledige stillingar"";9800"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K1"";""Ledige stillingar (prosent)"";4,9"
"""87 Pleie- og omsorgstenester i institusjon"";""2023K1"";""Ledige stillingar, endring frå året før"";1600"
